Company,TypeName,Inches,Ram,OpSys,Weight,Price,HasIpsPanel,HasTouchScreen,ResWidth,ResHeight,ResCategory,Ppi,Ssd,Hdd,Flash,Hybrid,CpuCategory,CpuSpeedGhz,GpuCategory
Dell,Notebook,17.3,16,Windows 10,2.77,82531,0,1,1920,1080,Mid,127.34,512,0,0,0,Intel Core i7,1.8,Nvidia Mid-End
Dell,Notebook,15.6,16,Windows 10,2.06,127712,0,1,3840,2160,Ultra,282.42,512,0,0,0,Intel Core i7,2.8,Nvidia High-End
Lenovo,Gaming,15.6,8,No OS,2.4,41505,1,0,1920,1080,Mid,141.21,256,0,0,0,Intel Core i5,2.5,Nvidia High-End
Acer,Ultrabook,13.3,8,Windows 10,1.12,52694,1,0,1920,1080,Mid,165.63,256,0,0,0,Intel Core i5,1.2,Intel Low-End
Dell,Notebook,17.3,8,Windows 10,2.8,57809,0,0,1920,1080,Mid,127.34,128,1000,0,0,Intel Core i7,1.8,AMD Mid-End
Lenovo,2 in 1 Convertible,14.0,16,Windows 10,1.42,150463,0,1,2560,1440,High,209.8,1000,0,0,0,Intel Core i7,2.7,Intel Low-End
Vero,Notebook,14.0,4,Windows 10,1.3,13853,1,0,1920,1080,Mid,157.35,0,0,32,0,Other Intel,1.1,Intel Low-End
Xiaomi,Ultrabook,13.3,8,No OS,1.3,53275,1,0,1920,1080,Mid,165.63,256,0,0,0,Intel Core i5,2.5,Nvidia Mid-End
Lenovo,Notebook,17.3,8,No OS,2.8,37189,0,0,1600,900,Mid,106.11,256,0,0,0,Intel Core i5,1.6,Nvidia Mid-End
Dell,2 in 1 Convertible,13.3,8,Windows 10,1.62,44702,1,1,1920,1080,Mid,165.63,0,1000,0,0,Intel Core i7,1.8,Intel Mid-End
HP,Notebook,17.3,8,Windows 10,2.5,48698,1,0,1920,1080,Mid,127.34,0,1000,0,0,Intel Core i5,1.6,Nvidia Mid-End
Razer,Gaming,17.3,32,Windows 10,3.49,324955,0,1,3840,2160,Ultra,254.67,1000,0,0,0,Intel Core i7,2.9,Nvidia High-End
HP,Notebook,13.3,8,Windows 10,1.49,51096,0,0,1920,1080,Mid,165.63,512,0,0,0,Intel Core i5,1.6,Intel Mid-End
HP,Gaming,17.3,16,Windows 10,3.35,73473,1,0,1920,1080,Mid,127.34,256,1000,0,0,Intel Core i7,2.8,Nvidia High-End
HP,Notebook,17.3,8,Windows 10,2.5,55678,0,0,1920,1080,Mid,127.34,256,0,0,0,Intel Core i7,1.8,Nvidia Mid-End
Dell,Gaming,15.6,16,Windows 10,2.65,98302,1,0,3840,2160,Ultra,282.42,512,1000,0,0,Intel Core i7,2.8,Nvidia High-End
Lenovo,Notebook,15.6,4,Windows 10,2.1,26267,0,0,1366,768,Low,100.45,128,0,0,0,Intel Core i5,2.3,Intel Low-End
Acer,Notebook,15.6,8,Windows 10,2.23,39534,0,0,1920,1080,Mid,141.21,0,1000,0,0,Intel Core i7,2.7,Nvidia Mid-End
Lenovo,Gaming,15.6,16,Windows 10,3.2,93187,1,0,1920,1080,Mid,141.21,512,1000,0,0,Intel Core i7,2.8,Nvidia High-End
Dell,Workstation,15.6,16,Windows 10,2.8,162770,0,0,3840,2160,Ultra,282.42,256,1000,0,0,Other Intel,3.0,Nvidia Quadro
Lenovo,Gaming,15.6,16,No OS,2.4,74485,0,0,1920,1080,Mid,141.21,512,0,0,0,Intel Core i7,2.8,Nvidia High-End
Dell,Notebook,15.6,6,Windows 10,2.3,23390,0,1,1366,768,Low,100.45,0,1000,0,0,Intel Core i3,2.4,Intel Low-End
Dell,Ultrabook,13.3,8,Windows 10,1.21,103843,1,1,3840,2160,Ultra,331.26,256,0,0,0,Intel Core i7,1.8,Intel Mid-End
Dell,Ultrabook,13.3,8,Windows 10,1.2,77203,0,0,1920,1080,Mid,165.63,256,0,0,0,Intel Core i7,1.8,Intel Mid-End
Lenovo,Notebook,15.6,8,Windows 10,2.2,31808,0,0,1366,768,Low,100.45,256,0,0,0,Intel Core i5,2.5,Intel Low-End
Acer,Notebook,15.6,8,Linux,2.4,41505,0,0,1920,1080,Mid,141.21,0,1000,0,0,Intel Core i7,2.8,Nvidia High-End
Asus,Gaming,17.3,16,Windows 10,2.9,74965,0,0,1920,1080,Mid,127.34,256,1000,0,0,Intel Core i7,2.8,Nvidia High-End
HP,Notebook,15.6,4,No OS,2.1,18595,0,0,1920,1080,Mid,141.21,0,500,0,0,Intel Core i3,2.0,Intel Low-End
Lenovo,Notebook,15.6,8,No OS,2.2,29251,0,0,1920,1080,Mid,141.21,256,0,0,0,Intel Core i5,2.5,Intel Low-End
Huawei,Ultrabook,13.0,8,Windows 10,1.05,79867,1,0,2160,1440,High,199.69,512,0,0,0,Intel Core i7,2.7,Intel Low-End
Dell,Ultrabook,13.3,8,Windows 10,1.4,49651,1,0,1920,1080,Mid,165.63,256,0,0,0,Intel Core i7,1.8,AMD Mid-End
Lenovo,Notebook,17.3,8,No OS,2.8,31382,0,0,1600,900,Mid,106.11,0,1000,0,0,Intel Core i5,2.5,Nvidia Mid-End
HP,Notebook,14.0,8,Windows 10,1.63,54932,0,0,1920,1080,Mid,157.35,256,0,0,0,Intel Core i7,1.8,Nvidia Mid-End
Dell,Ultrabook,14.0,8,Windows 10,1.6,61219,0,0,1920,1080,Mid,157.35,256,0,0,0,Intel Core i5,1.6,Intel Mid-End
Dell,2 in 1 Convertible,13.3,16,Windows 10,1.62,68145,0,1,1920,1080,Mid,165.63,512,0,0,0,Intel Core i7,1.8,Intel Mid-End
Dell,Notebook,15.6,8,Linux,2.2,36089,0,0,1920,1080,Mid,141.21,256,0,0,0,Intel Core i5,1.6,AMD Mid-End
Lenovo,2 in 1 Convertible,14.0,8,Windows 10,1.74,47899,1,0,1920,1080,Mid,157.35,256,0,0,0,Intel Core i5,1.6,Intel Mid-End
Toshiba,Ultrabook,13.3,8,Windows 10,1.2,72621,0,0,1920,1080,Mid,165.63,256,0,0,0,Intel Core i7,2.5,Intel Low-End
HP,Notebook,15.6,8,Windows 10,2.1,42304,0,0,1920,1080,Mid,141.21,0,1000,0,0,Intel Core i5,1.6,Intel Mid-End
Dell,Gaming,17.3,16,Windows 10,4.42,130874,1,0,1920,1080,Mid,127.34,256,1000,0,0,Intel Core i7,2.8,Nvidia High-End
Acer,Notebook,15.6,8,Windows 10,2.2,44329,0,0,1920,1080,Mid,141.21,256,0,0,0,Intel Core i7,2.7,Nvidia Mid-End
Dell,Notebook,15.6,16,Windows 10,2.3,45768,0,1,1920,1080,Mid,141.21,0,1000,0,0,Intel Core i7,2.7,AMD Mid-End
Asus,Notebook,15.6,8,Windows 10,2.0,40972,0,0,1920,1080,Mid,141.21,256,0,0,0,Intel Core i5,2.5,Nvidia Low-End
Asus,Notebook,17.3,8,Windows 10,2.69,47472,0,0,1920,1080,Mid,127.34,256,500,0,0,Intel Core i5,2.5,Nvidia Mid-End
HP,Notebook,15.6,8,Windows 10,1.9,67612,0,0,1920,1080,Mid,141.21,0,1000,0,0,Intel Core i7,2.7,AMD Firepro
Asus,Notebook,15.6,4,Windows 10,2.37,21258,0,0,1366,768,Low,100.45,0,1000,0,0,Intel Core i3,2.4,Intel Low-End
HP,Notebook,15.6,4,Windows 10,2.1,17582,0,0,1366,768,Low,100.45,0,500,0,0,AMD E-Series,1.5,AMD Low-End
Lenovo,Gaming,15.6,16,Windows 10,3.2,79867,1,0,1920,1080,Mid,141.21,256,1000,0,0,Intel Core i7,2.8,Nvidia High-End
Dell,Notebook,14.0,8,Windows 10,1.6,45768,0,0,1920,1080,Mid,157.35,256,0,0,0,Intel Core i5,2.5,Intel Low-End
Acer,2 in 1 Convertible,13.3,8,Windows 10,1.6,36710,1,1,1920,1080,Mid,165.63,256,0,0,0,Intel Core i5,2.3,Intel Low-End
Dell,Notebook,15.6,16,Linux,2.36,47899,0,0,1920,1080,Mid,141.21,256,0,0,0,Intel Core i7,2.7,AMD Mid-End
Acer,Notebook,15.6,4,Linux,2.1,20779,0,0,1366,768,Low,100.45,0,1000,0,0,Intel Core i3,2.0,Intel Low-End
Asus,Notebook,15.6,4,Windows 10,2.2,30636,0,0,1920,1080,Mid,141.21,128,1000,0,0,AMD A10,2.5,AMD Low-End
Asus,Gaming,17.3,32,Windows 10,4.7,207259,0,0,1920,1080,Mid,127.34,512,1000,0,0,Intel Core i7,2.9,Nvidia High-End
Acer,Gaming,15.6,8,Windows 10,2.5,45075,1,0,1920,1080,Mid,141.21,256,0,0,0,Intel Core i5,2.5,Nvidia High-End
Lenovo,Notebook,15.6,8,Windows 10,2.2,31382,0,0,1366,768,Low,100.45,128,0,0,0,Intel Core i3,2.0,Intel Low-End
Asus,Notebook,17.3,8,Windows 10,2.1,61006,0,0,1920,1080,Mid,127.34,128,1000,0,0,Intel Core i7,1.8,Nvidia Mid-End
Asus,Notebook,17.3,8,No OS,2.69,47366,0,0,1920,1080,Mid,127.34,128,1000,0,0,Intel Core i7,2.7,Nvidia Mid-End
Dell,Gaming,15.6,8,Windows 10,2.56,46833,0,0,1920,1080,Mid,141.21,256,0,0,0,Intel Core i5,2.5,Nvidia High-End
Lenovo,2 in 1 Convertible,13.9,8,Windows 10,1.38,57489,1,1,1920,1080,Mid,158.48,256,0,0,0,Intel Core i7,2.7,Intel Low-End
Dell,Notebook,15.6,8,Windows 10,2.2,52481,0,0,1920,1080,Mid,141.21,128,2000,0,0,Intel Core i7,1.8,AMD Mid-End
HP,Notebook,15.6,8,Windows 10,2.04,29784,0,1,1366,768,Low,100.45,0,1000,0,0,Intel Core i5,2.5,Intel Low-End
Asus,Gaming,17.3,16,Windows 10,3.6,159787,0,0,1920,1080,Mid,127.34,256,0,0,0,Intel Core i7,2.9,Nvidia High-End
HP,Notebook,13.3,4,Windows 10,1.49,35964,1,0,1920,1080,Mid,165.63,0,500,0,0,Intel Core i5,1.6,Intel Mid-End
Apple,Ultrabook,13.3,8,macOS,1.37,108691,1,0,2560,1600,High,226.98,512,0,0,0,Intel Core i5,3.1,Intel High-End
Dell,2 in 1 Convertible,15.6,8,Windows 10,2.08,43636,1,1,1920,1080,Mid,141.21,0,1000,0,0,Intel Core i7,1.8,Intel Mid-End
Asus,Gaming,17.3,16,Windows 10,4.3,95851,0,0,1920,1080,Mid,127.34,256,1000,0,0,Intel Core i7,2.8,Nvidia High-End
Asus,Notebook,15.6,4,Windows 10,1.68,24988,0,0,1366,768,Low,100.45,0,1000,0,0,AMD A9,3.0,AMD Low-End
Lenovo,2 in 1 Convertible,13.9,8,Windows 10,1.37,98515,1,1,1920,1080,Mid,158.48,512,0,0,0,Intel Core i7,1.8,Intel Mid-End
Acer,Notebook,17.3,4,Windows 10,3.0,37403,1,0,1920,1080,Mid,127.34,256,0,0,0,Intel Core i3,2.7,Nvidia Mid-End
Dell,Ultrabook,13.3,8,Windows 10,1.41,50563,0,0,1920,1080,Mid,165.63,256,0,0,0,Intel Core i5,1.6,Intel Mid-End
HP,Notebook,15.6,8,Windows 10,1.91,23758,0,0,1366,768,Low,100.45,128,0,0,0,AMD A6,2.5,AMD Low-End
HP,Notebook,17.3,16,Windows 10,2.9,56424,1,0,1920,1080,Mid,127.34,0,1000,0,0,Intel Core i7,1.8,Nvidia Mid-End
MSI,Gaming,17.3,16,Windows 10,4.14,133147,0,0,1920,1080,Mid,127.34,512,1000,0,0,Intel Core i7,2.8,Nvidia High-End
Lenovo,2 in 1 Convertible,15.6,8,Windows 10,2.0,90523,1,1,1920,1080,Mid,141.21,512,0,0,0,Intel Core i7,2.8,Nvidia High-End
Dell,Notebook,17.3,8,Windows 10,2.8,60846,0,0,1920,1080,Mid,127.34,128,1000,0,0,Intel Core i7,1.8,AMD Mid-End
Lenovo,Notebook,15.6,4,No OS,2.2,23656,0,0,1920,1080,Mid,141.21,256,0,0,0,Intel Core i3,2.0,Intel Low-End
HP,Notebook,15.6,4,Windows 10,2.1,38468,1,0,1920,1080,Mid,141.21,0,500,0,0,Intel Core i5,1.6,Intel Low-End
Dell,Notebook,15.6,4,Windows 10,2.18,35005,0,0,1920,1080,Mid,141.21,0,1000,0,0,Intel Core i5,2.5,Intel Low-End
Dell,Notebook,15.6,8,Windows 10,2.24,30103,0,0,1920,1080,Mid,141.21,0,1000,0,0,Intel Core i5,2.5,AMD Low-End
Dell,2 in 1 Convertible,15.6,8,Windows 10,2.67,42571,0,1,1920,1080,Mid,141.21,256,0,0,0,Intel Core i5,1.6,Intel Mid-End
Asus,2 in 1 Convertible,13.3,8,Windows 10,1.1,79867,0,1,1920,1080,Mid,165.63,1024,0,0,0,Intel Core i7,1.8,Intel Mid-End
Lenovo,Notebook,15.6,4,No OS,2.2,24882,0,0,1920,1080,Mid,141.21,0,1000,0,0,Intel Core i5,2.5,Intel Low-End
HP,Notebook,17.3,8,Windows 10,2.5,54239,0,0,1920,1080,Mid,127.34,0,1000,0,0,Intel Core i7,1.8,Nvidia Mid-End
Lenovo,Notebook,15.6,8,Windows 10,2.05,46886,0,0,1920,1080,Mid,141.21,256,0,0,0,Intel Core i7,1.8,Intel Mid-End
Apple,Ultrabook,13.3,8,macOS,1.37,104370,1,0,2560,1600,High,226.98,512,0,0,0,Intel Core i5,2.9,Intel High-End
Asus,Gaming,17.3,16,Windows 10,3.2,82531,0,0,1920,1080,Mid,127.34,256,1000,0,0,AMD Ryzen,3.0,AMD High-End
Dell,Notebook,15.6,8,Linux,2.14,39165,0,0,1920,1080,Mid,141.21,256,0,0,0,Intel Core i7,1.8,AMD Mid-End
Lenovo,2 in 1 Convertible,14.0,16,Windows 10,1.36,133147,0,1,2560,1440,High,209.8,512,0,0,0,Intel Core i7,2.6,Intel Low-End
Toshiba,Notebook,15.6,8,Windows 10,2.2,43263,0,0,1366,768,Low,100.45,0,500,0,0,Intel Core i7,2.5,Nvidia Low-End
Dell,Notebook,15.6,12,Windows 10,2.3,37992,0,0,1366,768,Low,100.45,0,1000,0,0,Intel Core i7,2.7,Intel Low-End
Dell,Notebook,17.3,8,Linux,2.8,58555,0,0,1920,1080,Mid,127.34,128,1000,0,0,Intel Core i7,1.8,AMD Mid-End
Acer,Notebook,15.6,8,Windows 10,2.2,39694,1,0,1920,1080,Mid,141.21,0,1000,0,0,Intel Core i7,1.8,Nvidia Mid-End
Lenovo,Notebook,17.3,4,Windows 10,2.8,26054,0,0,1600,900,Mid,106.11,0,1000,0,0,Intel Core i3,2.0,Intel Low-End
Lenovo,Notebook,17.3,8,No OS,2.8,45235,0,0,1920,1080,Mid,127.34,0,2000,0,0,Intel Core i7,1.8,Nvidia Mid-End
Lenovo,Notebook,17.3,6,Windows 10,2.8,45768,0,0,1600,900,Mid,106.11,128,1000,0,0,Intel Core i7,2.7,Nvidia Mid-End
Dell,Notebook,15.6,4,Linux,2.25,22804,0,0,1920,1080,Mid,141.21,0,1000,0,0,Intel Core i3,2.0,AMD Low-End
Lenovo,Gaming,15.6,8,Windows 10,2.5,44169,1,0,1920,1080,Mid,141.21,256,0,0,0,Intel Core i5,2.5,Nvidia High-End
Lenovo,Notebook,15.6,6,Windows 10,2.2,30849,0,0,1920,1080,Mid,141.21,256,0,0,0,Intel Core i5,2.5,Intel Low-End
Acer,Notebook,15.6,8,Windows 10,3.0,50669,1,0,1920,1080,Mid,141.21,256,0,0,0,Intel Core i7,1.8,Nvidia Mid-End
Acer,Notebook,15.6,12,Windows 10,2.15,35112,1,1,1920,1080,Mid,141.21,0,1000,0,0,Intel Core i7,2.7,Intel Low-End
Lenovo,Notebook,15.6,8,Windows 10,1.95,58448,1,0,1920,1080,Mid,141.21,256,0,0,0,Intel Core i7,2.7,Intel Low-End
Asus,Ultrabook,15.6,8,Windows 10,1.7,52055,0,0,1920,1080,Mid,141.21,256,0,0,0,Intel Core i5,2.5,Nvidia Mid-End
Lenovo,Gaming,15.6,16,Windows 10,2.5,62817,1,0,1920,1080,Mid,141.21,256,1000,0,0,Intel Core i7,2.8,Nvidia High-End
Lenovo,Notebook,15.6,8,No OS,2.2,35112,0,0,1920,1080,Mid,141.21,0,1000,0,0,Intel Core i7,2.7,Nvidia Mid-End
Acer,Notebook,15.6,2,Chrome OS,2.19,10603,0,0,1366,768,Low,100.45,16,0,0,0,Other Intel,1.5,Intel Low-End
Asus,Gaming,17.3,8,Windows 10,3.0,63243,0,0,1920,1080,Mid,127.34,0,1000,0,0,Intel Core i7,2.8,Nvidia High-End
HP,Notebook,17.3,8,Windows 10,2.54,26054,0,0,1600,900,Mid,106.11,0,1000,0,0,Intel Core i3,2.0,Intel Low-End
Dell,Notebook,15.6,8,Windows 10,2.0,97449,0,0,1920,1080,Mid,141.21,256,0,0,0,Intel Core i7,2.8,Nvidia High-End
Lenovo,Notebook,15.6,8,Windows 10,2.05,39374,0,0,1920,1080,Mid,141.21,256,0,0,0,Intel Core i5,1.6,Intel Mid-End
Lenovo,Gaming,15.6,8,Windows 10,3.2,69211,1,0,1920,1080,Mid,141.21,0,1000,0,0,Intel Core i7,2.8,Nvidia High-End
Acer,Notebook,15.6,8,Linux,2.5,52161,0,0,1920,1080,Mid,141.21,256,0,0,0,Intel Core i7,2.8,Nvidia High-End
Dell,Workstation,17.3,16,Windows 10,3.42,153705,0,0,1920,1080,Mid,127.34,256,0,0,0,Intel Core i7,2.9,Nvidia Quadro
Lenovo,Notebook,15.6,6,Windows 10,2.4,26587,0,0,1920,1080,Mid,141.21,0,1000,0,0,AMD A10,2.4,AMD Low-End
Asus,Ultrabook,15.6,16,Windows 10,1.63,78215,0,0,1920,1080,Mid,141.21,512,0,0,0,Intel Core i7,2.7,Nvidia Mid-End
Asus,Notebook,14.0,4,Windows 10,1.3,27120,0,0,1366,768,Low,111.94,128,0,0,0,Intel Core i3,2.4,Intel Low-End
Asus,Gaming,17.3,16,Windows 10,2.9,113060,0,0,1920,1080,Mid,127.34,256,1000,0,0,Intel Core i7,2.8,Nvidia High-End
Lenovo,Notebook,17.3,6,Windows 10,2.8,34579,0,0,1600,900,Mid,106.11,0,1000,0,0,Intel Core i5,2.5,Nvidia Mid-End
Lenovo,Notebook,15.6,8,No OS,2.2,29251,0,0,1366,768,Low,100.45,0,2000,0,0,Intel Core i5,2.5,Nvidia Mid-End
Asus,Gaming,15.6,8,Windows 10,2.5,67399,0,0,1920,1080,Mid,141.21,128,1000,0,0,Intel Core i7,2.8,Nvidia High-End
Lenovo,Notebook,15.6,4,No OS,2.2,19180,0,0,1366,768,Low,100.45,0,1000,0,0,Other Intel,1.1,Intel Low-End
HP,2 in 1 Convertible,13.3,16,Windows 10,1.28,105228,0,1,1920,1080,Mid,165.63,256,0,0,0,Intel Core i7,2.8,Intel Low-End
Toshiba,Notebook,15.6,8,Windows 10,2.2,55571,1,0,1920,1080,Mid,141.21,256,0,0,0,Intel Core i7,2.5,Nvidia Low-End
Lenovo,Notebook,15.6,8,Windows 10,2.3,43636,0,0,1920,1080,Mid,141.21,128,1000,0,0,Intel Core i5,2.5,Nvidia Mid-End
HP,Notebook,15.6,4,Windows 10,1.86,24988,0,0,1920,1080,Mid,141.21,0,1000,0,0,Intel Core i3,2.0,Intel Low-End
Lenovo,Notebook,13.3,8,Windows 10,1.1,53227,1,0,1920,1080,Mid,165.63,256,0,0,0,Intel Core i5,2.5,Intel Low-End
Dell,Ultrabook,13.3,16,Windows 10,1.21,133147,1,1,3840,2160,Ultra,331.26,1000,0,0,0,Intel Core i7,1.8,Intel Mid-End
MSI,Gaming,15.6,16,Windows 10,2.8,111835,1,0,1920,1080,Mid,141.21,256,1000,0,0,Intel Core i7,2.8,Nvidia High-End
Acer,Notebook,15.6,8,Windows 10,2.23,24988,0,0,1920,1080,Mid,141.21,256,0,0,0,AMD A8,2.2,AMD Low-End
Asus,2 in 1 Convertible,11.6,2,Windows 10,1.1,14652,0,1,1366,768,Low,135.09,0,0,32,0,Other Intel,1.1,Intel Low-End
Dell,Notebook,15.6,8,Windows 10,2.33,44968,0,0,1920,1080,Mid,141.21,128,1000,0,0,Intel Core i5,1.6,AMD Mid-End
HP,2 in 1 Convertible,13.3,16,Windows 10,1.29,130483,1,1,3840,2160,Ultra,331.26,1000,0,0,0,Intel Core i7,1.8,Intel Mid-End
Lenovo,Notebook,13.3,4,Chrome OS,1.45,24503,0,0,1366,768,Low,117.83,0,0,16,0,Other Intel,1.6,Intel Low-End
HP,Notebook,14.0,8,Windows 10,1.95,52214,0,0,1920,1080,Mid,157.35,256,0,0,0,Intel Core i5,2.5,Intel Low-End
Acer,Notebook,11.6,4,Windows 10,1.4,25841,0,0,1366,768,Low,135.09,0,0,128,0,Other Intel,1.6,Intel Low-End
HP,Notebook,14.0,8,Windows 10,1.48,68838,0,0,1920,1080,Mid,157.35,256,0,0,0,Intel Core i7,2.7,Intel Low-End
Lenovo,Notebook,17.3,4,Windows 10,2.79,31382,0,0,1600,900,Mid,106.11,0,1000,0,0,Intel Core i5,2.5,Nvidia Low-End
Asus,Notebook,14.0,8,Windows 10,2.0,58288,0,0,1920,1080,Mid,157.35,256,0,0,0,Intel Core i7,2.7,Intel Low-End
HP,Notebook,15.6,8,Windows 10,2.1,48059,1,0,1366,768,Low,100.45,0,1000,0,0,Intel Core i7,1.8,Intel Mid-End
Acer,Notebook,15.6,8,Windows 10,2.2,35112,0,0,1366,768,Low,100.45,256,0,0,0,AMD A12,2.7,AMD High-End
Lenovo,Notebook,14.0,4,Windows 10,1.44,15558,0,0,1366,768,Low,111.94,0,0,32,0,Other Intel,1.1,Intel Low-End
Acer,Notebook,15.6,6,Windows 10,2.23,29251,0,0,1366,768,Low,100.45,0,1000,0,0,Intel Core i5,2.5,Intel Low-End
Asus,Ultrabook,15.6,8,Windows 10,1.7,55939,0,0,1920,1080,Mid,141.21,256,0,0,0,Intel Core i7,2.7,Nvidia Mid-End
HP,Ultrabook,12.5,8,Windows 10,1.26,71129,0,0,1920,1080,Mid,176.23,256,0,0,0,Intel Core i7,2.7,Intel Low-End
Dell,Notebook,15.6,32,Windows 10,2.06,140606,0,1,3840,2160,Ultra,282.42,1000,0,0,0,Intel Core i7,2.8,Nvidia High-End
MSI,Gaming,17.3,8,Windows 10,2.7,63883,0,0,1920,1080,Mid,127.34,256,1000,0,0,Intel Core i7,2.8,Nvidia High-End
Toshiba,Notebook,15.6,8,Windows 10,2.0,50243,1,0,1920,1080,Mid,141.21,256,0,0,0,Intel Core i5,2.5,Intel Low-End
Asus,Notebook,14.0,8,Windows 10,2.0,71076,0,0,1920,1080,Mid,157.35,256,1000,0,0,Intel Core i7,2.7,Intel Low-End
Lenovo,Notebook,15.6,4,Windows 10,1.85,23923,0,0,1920,1080,Mid,141.21,0,1000,0,0,Intel Core i3,2.0,Intel Low-End
Asus,Gaming,15.6,8,Windows 10,2.5,53227,0,0,1920,1080,Mid,141.21,256,0,0,0,Intel Core i7,2.8,Nvidia High-End
HP,Notebook,14.0,8,Windows 10,1.48,67559,0,0,1920,1080,Mid,157.35,256,0,0,0,Intel Core i5,2.6,Intel Low-End
Dell,Ultrabook,15.6,8,Windows 10,1.9,55891,1,0,1920,1080,Mid,141.21,128,1000,0,0,Intel Core i5,1.6,Nvidia Mid-End
HP,Notebook,15.6,8,Windows 10,1.84,60952,0,0,1920,1080,Mid,141.21,256,0,0,0,Intel Core i5,2.5,Intel Low-End
Asus,Notebook,15.6,4,Linux,2.0,14651,0,0,1366,768,Low,100.45,0,1000,0,0,Other Intel,1.1,Intel Low-End
Dell,Notebook,15.6,8,Windows 10,2.0,60886,0,0,1920,1080,Mid,141.21,256,0,0,0,Intel Core i5,1.6,Nvidia Mid-End
Dell,Notebook,15.6,4,Linux,2.2,14647,0,0,1366,768,Low,100.45,0,500,0,0,Other Intel,1.6,Intel Low-End
Lenovo,Notebook,15.6,12,Windows 10,2.2,47899,0,0,1920,1080,Mid,141.21,0,2000,0,0,AMD A12,3.6,AMD Mid-End
HP,Notebook,15.6,8,Windows 10,2.1,38148,1,0,1920,1080,Mid,141.21,0,1000,0,0,Intel Core i3,2.4,Nvidia Mid-End
Lenovo,2 in 1 Convertible,13.9,16,Windows 10,1.4,111835,1,1,3840,2160,Ultra,316.97,512,0,0,0,Intel Core i7,1.8,Intel Mid-End
Dell,Ultrabook,13.3,8,Windows 10,1.2,84129,0,0,1920,1080,Mid,165.63,256,0,0,0,Intel Core i7,1.8,Intel Mid-End
Lenovo,Gaming,15.6,16,Windows 10,2.4,60153,1,0,1920,1080,Mid,141.21,256,2000,0,0,Intel Core i7,2.8,Nvidia High-End
HP,Notebook,14.0,2,Windows 10,1.44,14865,0,0,1366,768,Low,111.94,0,0,32,0,Other Intel,1.6,Intel Low-End
Dell,Ultrabook,15.6,16,Windows 10,1.88,85672,0,0,1920,1080,Mid,141.21,768,0,0,0,Intel Core i7,1.9,Intel Mid-End
Asus,2 in 1 Convertible,11.6,4,Windows 10,1.5,19980,0,1,1366,768,Low,135.09,0,0,32,0,Other Intel,1.1,Intel Low-End
Dell,Ultrabook,15.6,8,Windows 10,1.9,35325,0,0,1920,1080,Mid,141.21,0,1000,0,0,Intel Core i5,1.6,AMD Mid-End
Dell,Notebook,15.6,16,Windows 10,2.06,108021,0,1,3840,2160,Ultra,282.42,512,0,0,0,Intel Core i7,2.8,Nvidia High-End
HP,Notebook,15.6,8,Windows 10,1.84,69477,0,0,1920,1080,Mid,141.21,256,0,0,0,Intel Core i7,2.7,Intel Low-End
MSI,Gaming,17.3,8,Windows 10,2.7,75072,0,0,1920,1080,Mid,127.34,128,1000,0,0,Intel Core i7,2.8,Nvidia High-End
HP,Workstation,15.6,8,Windows 10,2.6,92615,0,0,1920,1080,Mid,141.21,256,0,0,0,Intel Core i7,2.8,Nvidia Quadro
Toshiba,Notebook,15.6,16,Windows 10,2.4,74752,1,0,1920,1080,Mid,141.21,512,0,0,0,Intel Core i7,2.5,Nvidia Low-End
Dell,Notebook,15.6,8,Windows 10,2.02,51730,0,0,1920,1080,Mid,141.21,128,2000,0,0,Intel Core i7,1.8,AMD Mid-End
Lenovo,Notebook,15.6,4,No OS,2.2,17156,0,0,1366,768,Low,100.45,0,1000,0,0,Other Intel,1.1,Intel Low-End
Dell,Gaming,15.6,8,Windows 10,2.65,53227,0,0,1920,1080,Mid,141.21,0,1000,0,0,Intel Core i5,2.5,Nvidia High-End
Dell,Notebook,15.6,8,Windows 10,2.36,29697,0,1,1366,768,Low,100.45,0,2000,0,0,Intel Core i5,2.5,Intel Low-End
Dell,Notebook,14.0,8,Windows 10,1.36,76031,0,0,1920,1080,Mid,157.35,256,0,0,0,Intel Core i5,2.6,Intel Low-End
HP,Notebook,15.6,4,Windows 10,1.86,23390,0,0,1366,768,Low,100.45,0,500,0,0,Intel Core i3,2.0,Intel Low-End
Asus,Notebook,14.0,8,Windows 10,2.0,50350,0,0,1920,1080,Mid,157.35,256,0,0,0,Intel Core i5,2.5,Intel Low-End
Lenovo,Notebook,17.3,6,Windows 10,2.8,38308,0,0,1600,900,Mid,106.11,128,1000,0,0,Intel Core i5,2.5,Nvidia Mid-End
HP,Notebook,15.6,8,Windows 10,1.86,34046,0,0,1920,1080,Mid,141.21,0,1000,0,0,Intel Core i5,2.5,Intel Low-End
Lenovo,Notebook,15.6,8,No OS,2.2,26587,0,0,1366,768,Low,100.45,256,0,0,0,Intel Core i3,2.0,Nvidia Low-End
HP,Notebook,15.6,8,Windows 10,2.04,20726,0,0,1366,768,Low,100.45,0,2000,0,0,Other Intel,1.6,Intel Low-End
Dell,Notebook,17.3,8,Windows 10,2.8,57809,0,0,1920,1080,Mid,127.34,128,1000,0,0,Intel Core i5,1.6,AMD Mid-End
Lenovo,Gaming,15.6,8,No OS,2.4,43104,1,0,1920,1080,Mid,141.21,128,1000,0,0,Intel Core i5,2.5,Nvidia High-End
